요양기관명,종별코드명,시도코드명,시군구코드명,읍면동,우편번호,주소,전화번호
메디칼하나약국,약국,서울,은평구,응암동,3454,"서울특별시 은평구 은평로 108, 1층 103호 (응암동, 메트로럭스주상복합APT)",02-352-4966
늘푸른온누리약국,약국,서울,성북구,하월곡동,2741,"서울특별시 성북구 월계로 52, (하월곡동, 에스엠메디칼)",02-917-7400
사당프라자약국,약국,서울,양천구,신정동,8073,"서울특별시 양천구 중앙로 265, 1층 (신정동)",02-2696-6950
건강비타민약국,약국,서울,양천구,신정동,8058,"서울특별시 양천구 중앙로 269, 1층 (신정동)",070-8836-4448
설아약국,약국,서울,은평구,녹번동,3383,"서울특별시 은평구 은평로 219-1, 1층 (녹번동)",02-388-8426
태양약국,약국,서울,마포구,상암동,3924,"서울특별시 마포구 월드컵북로54길 25, 상암DMC푸르지오시티, S-City 오피스텔동 111호 (상암동)",02-6398-0094
부자약국,약국,서울,용산구,효창동,4317,"서울특별시 용산구 백범로 313, 208동 지하3층 111호 (효창동, 용산 롯데캐슬 센터포레)",0000-0000
한사랑약국,약국,서울,강동구,명일동,5269,"서울특별시 강동구 동남로73길 13, 1층 (명일동)",02-3428-0100
바다약국,약국,서울,용산구,후암동,4332,"서울특별시 용산구 후암로 47, 1층 (후암동)",02-757-6776
합정오아시스약국,약국,서울,동대문구,신설동,2586,"서울특별시 동대문구 천호대로 8, (신설동)",02-2231-9196
정성약국,약국,서울,송파구,가락동,5827,"서울특별시 송파구 동남로 141, (가락동)",02-400-8501
파란하늘약국,약국,서울,은평구,대조동,3396,"서울특별시 은평구 통일로 741-1, (대조동, Das Haus)",02-382-1080
장약국,약국,서울,광진구,중곡동,4923,"서울특별시 광진구 용마산로 57, (중곡동)",02-457-4110
한강메디칼약국,약국,서울,동대문구,청량리동,2488,"서울특별시 동대문구 왕산로45길 8, 1층 (청량리동)",02-968-1011
숲약국,약국,서울,중구,저동2가,4552,"서울특별시 중구 수표로 23, 영락빌딩 1층 101-B호 (저동2가)",02-2266-6968
동의온누리약국,약국,서울,강동구,성내동,5391,"서울특별시 강동구 천호옛길 15, 103호 (성내동)",02-415-7848
이든약국,약국,서울,강남구,수서동,6367,"서울특별시 강남구 광평로 280, 로즈데일빌딩 1층 121호 (수서동)",02-000-0000
방학365약국,약국,서울,강동구,성내동,5404,"서울특별시 강동구 양재대로 1355, (성내동)",02-486-7823
대운약국,약국,서울,광진구,화양동,5030,"서울특별시 광진구 능동로 110, 7호선 건대입구역 지하2층 201호 (화양동)",461-1401
사당건강약국,약국,서울,광진구,화양동,5017,"서울특별시 광진구 능동로 111, 3층 (화양동)",02-463-8797
튼튼온누리약국,약국,서울,광진구,화양동,5030,"서울특별시 광진구 능동로 110, 스타시티영존빌딩 지하2층 B201호 (화양동)",02-453-7398
메디약국,약국,서울,광진구,중곡동,4918,"서울특별시 광진구 능동로 335, 2층 (중곡동)",02-469-9985
바다의별약국,약국,서울,중랑구,신내동,2024,"서울특별시 중랑구 신내로 211, 금강리빙스텔 112호 (신내동)",02-3422-0999
가야온누리약국,약국,서울,은평구,불광동,3344,"서울특별시 은평구 통일로80길 11, 101호 (불광동)",
연세프라자약국,약국,서울,강동구,암사동,5263,"서울특별시 강동구 올림픽로98길 15, LS지산빌딩 1층 101,102호 (암사동)",02-3427-5855
신평화약국,약국,서울,송파구,잠실동,5561,"서울특별시 송파구 올림픽로8길 20, 잠실아이파크 1층 A115호 (잠실동)",02-412-0199
논현사랑약국,약국,서울,노원구,공릉동,1817,"서울특별시 노원구 공릉로34길 86, 상가동 207호 (공릉동, 태릉해링턴플레이스)",
구산이화약국,약국,서울,동작구,사당동,7008,"서울특별시 동작구 동작대로 121, 지하1층 (사당동, 경원빌딩)",02-532-0971
인혜약국,약국,서울,동작구,사당동,7025,"서울특별시 동작구 동작대로 3, 사당역(4호선) (사당동)",02-582-4912
세진약국,약국,서울,강남구,개포동,6331,"서울특별시 강남구 삼성로 14, 상가동 3층 303 일부호 (개포동, 개포자이 프레지던스)",
대중약국,약국,서울,강동구,길동,5300,"서울특별시 강동구 명일로 270, 1층 (길동)",02-488-2288
새성심약국,약국,서울,영등포구,신길동,7436,"서울특별시 영등포구 신길로 42, 1층 (신길동)",02-849-8474
연세스타약국,약국,서울,강서구,마곡동,7794,"서울특별시 강서구 마곡중앙8로5길 11, 마곡파인스퀘어Ⅲ 1층 117호 (마곡동)",02-3661-3437
다나약국,약국,서울,구로구,고척동,8235,"서울특별시 구로구 고척로 144, 두발로빌딩 1층 (고척동)",02-2625-2601
세영약국,약국,서울,강동구,둔촌동,5368,"서울특별시 강동구 동남로 635, (둔촌동)",02-471-9732
반석온누리약국,약국,서울,서대문구,홍제동,3624,"서울특별시 서대문구 세검정로 32, (홍제동)",02-391-7615
신수정약국,약국,서울,관악구,신림동,8779,"서울특별시 관악구 남부순환로 1646, 프레콘빌딩 1층 (신림동)",
신정하나약국,약국,서울,서대문구,홍은동,3653,"서울특별시 서대문구 모래내로 364, (홍은동)",02-394-7789
먹골온누리약국,약국,서울,서초구,반포동,6506,"서울특별시 서초구 반포대로 291, 3층 307호 (반포동)",02-592-5775
우성약국,약국,서울,강남구,논현동,6118,"서울특별시 강남구 강남대로118길 51, 1층 (논현동)",02-542-3696
바른온누리약국,약국,서울,강북구,미아동,1174,"서울특별시 강북구 삼양로 188, 1층 (미아동)",02-988-1770
소라약국,약국,서울,동작구,신대방동,7069,"서울특별시 동작구 시흥대로 654, 3층 2호 (신대방동)",
기쁨약국,약국,서울,양천구,목동,7946,"서울특별시 양천구 목동중앙북로7길 21, 1층 3호 (목동)",02-0000-0000
브라운스톤약국,약국,서울,송파구,가락동,5829,"서울특별시 송파구 중대로10길 5, 1층 (가락동)",02-3012-3366
정온누리약국,약국,서울,강남구,청담동,6068,"서울특별시 강남구 학동로 433, 1층 (청담동)",02-3444-6609
세계약국,약국,서울,강동구,강일동,5211,"서울특별시 강동구 아리수로93길 27, 108호 (강일동, 강일타워)",02-427-8056
청춘약국,약국,서울,강남구,도곡동,6267,"서울특별시 강남구 남부순환로 2615, 1층 103호 (도곡동, 극동스타클래스)",02-577-1108
함께하는약국,약국,서울,송파구,잠실동,5502,"서울특별시 송파구 올림픽로 145, 5층 (잠실동, 리센츠상가 5B15호)",02-3431-9930
무지개온누리약국,약국,서울,영등포구,대림동,7417,"서울특별시 영등포구 도림로 152-6, (대림동)",02-831-0105
상계누리약국,약국,서울,강남구,대치동,6291,"서울특별시 강남구 남부순환로 2936, 윈플러스상가 1층 102호 (대치동)",02-569-8009
참약사 우리가족약국,약국,서울,종로구,청진동,3156,"서울특별시 종로구 삼봉로 44, 1층 (청진동)",02-723-0124
비타민약국,약국,서울,관악구,신림동,8754,"서울특별시 관악구 남부순환로 1635, 1층 (신림동)",877-6995
건강과행복이열리는약국,약국,서울,도봉구,창동,1471,"서울특별시 도봉구 덕릉로 233-5, (창동)",991-3413
봉천온누리약국,약국,서울,광진구,중곡동,4902,"서울특별시 광진구 면목로 173, (중곡동)",02-469-3151
3층엠코약국,약국,서울,은평구,응암동,3479,"서울특별시 은평구 가좌로5길 22-1, (응암동)",02-373-6288
우약국,약국,서울,강서구,화곡동,7657,"서울특별시 강서구 까치산로 151, 104호 (화곡동)",02-2699-0456
조아약국,약국,서울,강동구,강일동,5211,"서울특별시 강동구 아리수로 427, 1층 (강일동)",070-8860-5070
애오개약국,약국,서울,송파구,가락동,5820,"서울특별시 송파구 동남로 207, (가락동)",02-400-3332
크게열린약국,약국,서울,강북구,미아동,1171,"서울특별시 강북구 도봉로 167, 2층 (미아동, 아름빌딩)",02-988-7851
해오름온누리약국,약국,서울,송파구,풍납동,5537,"서울특별시 송파구 강동대로 67, (풍납동)",02-488-4214
장수메디컬약국,약국,서울,강북구,번동,1062,"서울특별시 강북구 도봉로 328, 301호 (번동, 가든타워빌딩)",02-900-7722
바른손약국,약국,서울,강남구,신사동,6018,"서울특별시 강남구 선릉로 845, 1층 4호 (신사동)",02-543-0701
보라매조은약국,약국,서울,성동구,금호동1가,4721,"서울특별시 성동구 금호로 158-2, 지1층 (금호동1가)",02-2297-0999
잠실메디신약국,약국,서울,강남구,역삼동,6134,"서울특별시 강남구 테헤란로 101, 지하1층 103호 (역삼동, 이즈타워)",02-501-9478
수종로약국,약국,서울,서대문구,남가좌동,3670,"서울특별시 서대문구 증가로 150, 제상가동 제지3층 제비302호 (남가좌동, DMC센트럴아이파크)",
큰사랑약국,약국,서울,강남구,신사동,6022,"서울특별시 강남구 압구정로32길 23, 1층 (신사동)",070-8835-7700
메디팜압구정약국,약국,서울,서초구,반포동,6506,"서울특별시 서초구 반포대로 291, 원베일리 스퀘어 1층 142호 (반포동)",02-745-1051
용산파크약국,약국,서울,강서구,등촌동,7571,"서울특별시 강서구 공항대로 437, 1층 (등촌동)",02-3663-1972
강동한우리약국,약국,서울,중랑구,망우동,2164,"서울특별시 중랑구 망우로 410, 5층 (망우동)",02-494-2388
텐즈힐약국,약국,서울,영등포구,영등포동4가,7301,"서울특별시 영등포구 영등포로 208-1, (영등포동4가)",02-2679-9696
세계로온누리약국,약국,서울,송파구,풍납동,5539,"서울특별시 송파구 올림픽로 493, 1층 (풍납동)",02-6949-2047
3층온누리약국,약국,서울,강서구,내발산동,7632,"서울특별시 강서구 강서로 341, 창대교회 1층 5호 (내발산동)",
하늘사랑약국,약국,서울,구로구,개봉동,8347,"서울특별시 구로구 개봉로 57, (개봉동)",02-2684-9758
목동세계로약국,약국,서울,동작구,상도동,7027,"서울특별시 동작구 상도로67길 31, 1층 (상도동)",02-2088-3043
망원동약국,약국,서울,강남구,논현동,6106,"서울특별시 강남구 논현로 648, 1층 일부호 (논현동)",02-3446-2147
트리스약국,약국,서울,중구,신당동,4590,"서울특별시 중구 다산로 134, (신당동)",02-2252-2501
청심약국,약국,서울,관악구,봉천동,8801,"서울특별시 관악구 남부순환로 1925, (봉천동)",873-3431
동방약국,약국,서울,동작구,사당동,7010,"서울특별시 동작구 사당로 230-1, 1층 (사당동, 미래빌딩)",02-3474-4170
원약국,약국,서울,강북구,미아동,1127,"서울특별시 강북구 솔매로 59, (미아동)",02-984-4777
매일여는약국,약국,서울,강북구,수유동,1074,"서울특별시 강북구 도봉로 345, 1층 (수유동)",02-991-7999
예쁜약국,약국,서울,강남구,신사동,6030,"서울특별시 강남구 논현로175길 7, 1층 101호 (신사동)",02-543-3022
정민약국,약국,서울,강서구,마곡동,7803,"서울특별시 강서구 마곡중앙6로 65, 지투프라자 1층 101호 (마곡동)",070-4833-3204
구온누리약국,약국,서울,강동구,명일동,5257,"서울특별시 강동구 양재대로 1637, 1층 105호 (명일동)",02-3427-0652
강남호랑이한약국,약국,서울,용산구,한남동,4409,"서울특별시 용산구 대사관로30가길 1, 1층 (한남동)",02-793-7715
도림우리들약국,약국,서울,강동구,성내동,5404,"서울특별시 강동구 양재대로89길 16, 214호 (성내동, 파크프라자)",02-6425-2003
세븐약국,약국,서울,구로구,구로동,8306,"서울특별시 구로구 구로동로28길 99, (구로동)",02-830-4019
오이한약국,약국,서울,금천구,시흥동,8628,"서울특별시 금천구 시흥대로 230, 서평빌딩 3층 301호 (시흥동)",02-6372-7000
잠실 선약국,약국,서울,마포구,합정동,4071,"서울특별시 마포구 독막로 4, 1층 일부호 (합정동)",02-322-5540
종로약국,약국,서울,동대문구,전농동,2594,"서울특별시 동대문구 서울시립대로 50, 1층 (전농동)",02-2246-1002
신원약국,약국,서울,성북구,돈암동,2831,"서울특별시 성북구 성북로4길 52, 417동 501호 (돈암동, 한신한진아파트제상가)",02-929-8723
답십리코코약국,약국,서울,성북구,동소문동1가,2833,"서울특별시 성북구 동소문로 19, 김내과빌딩 1층 (동소문동1가)",02-6013-3334
보라매온누리약국,약국,서울,은평구,갈현동,3330,"서울특별시 은평구 통일로 871, 101호 (갈현동, 효민아크로뷰 C&C미술학원)",02-3157-8813
행복한수약국,약국,서울,강남구,논현동,6104,"서울특별시 강남구 학동로 224, B109호 (논현동, 삼환아르누보)",070-8808-8547
밝은약국,약국,서울,강서구,가양동,7524,"서울특별시 강서구 허준로 23, 107호 (가양동)",02-2659-7489
봄날약국,약국,서울,송파구,잠실동,5559,"서울특별시 송파구 석촌호수로 68, (잠실동, A동 1층, 지층)",02-418-6700
아인약국,약국,서울,구로구,개봉동,8251,"서울특별시 구로구 고척로21나길 18, (개봉동)",02-2617-3594
한솔약국,약국,서울,강남구,역삼동,6231,"서울특별시 강남구 논현로64길 22, 형인빌딩 101호 (역삼동)",02-501-4397
참마음약국,약국,서울,강서구,공항동,7619,"서울특별시 강서구 방화동로 40, A동 1층 좌측호 (공항동)",02-2661-5708
금신당약국,약국,서울,양천구,신정동,8073,"서울특별시 양천구 중앙로 247, 1층 (신정동)",02-2699-7189
미진약국,약국,서울,금천구,가산동,8504,"서울특별시 금천구 서부샛길 606, 125호 (가산동, 대성디폴리스)",02-861-9110
이화바이오약국,약국,서울,도봉구,방학동,1332,"서울특별시 도봉구 도봉로150길 27, 1층 101-1호 (방학동)",02-6954-2213
고운약국,약국,서울,영등포구,당산동3가,7257,"서울특별시 영등포구 당산로 142, 1층 (당산동3가)",
