name,Closed Notice_Holiday,Emergency Room_Day_Operation Status,Emergency Room_Night_Operation Status,Consultation Start Time_Sunday,Consultation End Time_Sunday,Consultation Start Time_Monday,Consultation End Time_Monday,Consultation Start Time_Tuesday,Consultation End Time_Tuesday,Consultation Start Time_Wednesday,Consultation End Time_Wednesday,Consultation Start Time_Thursday,Consultation End Time_Thursday,Consultation Start Time_Friday,Consultation End Time_Friday,Consultation Start Time_Saturday,Consultation End Time_Saturday
성베드로치과의원,,N,N,,,1000,1830,1000,1830,1000,1830,1000,1830,1000,1830,1000,1300
향남드림치과의원,전부 휴진,N,N,,,930,1830,930,1830,930,1830,,,930,1830,930,1400
선이고운치과교정과치과의원,전부 휴진,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1400
서울원치과의원,전부휴진,N,N,,,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1400
카라치과의원,전부휴진,N,N,,,930,1900,930,2100,930,1900,930,2100,930,1900,830,1300
평촌신세계치과의원,전부휴진,N,N,,,1000,1830,1500,2100,1000,1830,1500,2100,1000,1830,1000,1400
미인치과의원,전부휴진,N,N,,,930,1900,930,2000,930,1900,930,2000,930,1900,,
화서치과의원,전부휴진,N,N,,,1000,1830,1000,1830,1000,1830,1000,1830,1000,1830,1000,1300
고운치과의원,,N,N,,,1000,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1600
고현치과의원,휴진,N,N,,,1000,1800,1000,2000,1000,1800,1000,1800,1000,1800,1000,1300
드리밍치과의원,법정공휴일,N,N,,,930,1800,930,1800,930,1800,930,1800,930,1800,930,1300
이안치과의원,전부휴진,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1300
에이플러스치과의원,전부 휴진,N,N,,,930,1800,930,2000,930,1800,930,2000,930,1800,900,1300
삼성하이덴치과의원,전부 휴진,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1600
연세보스톤치과의원,,N,N,,,1000,1900,1000,2100,1000,1900,1000,2100,1000,1900,1000,1400
이인치과의원,,N,N,,,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1600
미담치과의원,휴진,N,N,,,,,,,,,,,,,,
서울리더스치과의원,휴진,N,N,,,930,1830,930,1830,1100,2030,,,930,1830,930,1400
연세덴티플러스치과의원,전부 휴진,N,N,,,1000,1850,1000,1850,1000,1850,1000,1850,1000,1850,1000,1400
오정자의이레치과의원,휴진,N,N,,,930,1800,930,1800,930,1800,930,1800,930,1800,930,1330
민 플러스치과의원,,N,N,,,900,2000,900,1830,900,2000,900,1830,900,2000,,
세종치과의원,휴진,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1300
평화의치과의원,전부 휴진,N,N,,,1000,2100,1000,1900,1000,1900,1400,2100,1000,1900,1000,1400
세란빛치과의원,휴진,N,N,,,,,,,,,,,,,,
마석치과의원,,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1400
연세u치과의원,,N,N,,,,,,,,,,,,,,
수원봄치과의원,휴진,N,N,,,930,1900,930,1900,930,1900,930,1900,930,1900,930,1600
e-편한치과의원,휴진,N,N,,,1000,1900,1000,1900,1000,1900,1400,1900,1000,1900,1000,1400
서울샘치과의원,전부 휴진,N,N,,,1000,1900,1000,1900,1000,1900,1000,1300,1000,1900,1000,1400
바른이예쁜이치과의원,전부휴진,N,N,,,910,1830,910,1830,910,1830,910,1830,910,1830,910,1400
닥터전치과의원,,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1600
스카이치과의원,09:30 ~ 4:00(접수마감),N,N,,,930,400,930,500,930,500,930,500,930,500,930,1400
아이미소소아치과의원,,N,N,,,,,,,,,,,,,,1400
백석치과의원,,Y,N,930,1400,930,1900,930,1900,930,1900,930,1900,930,1700,,
미소하나치과의원,전부휴진,N,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1400
시흥하나의료소비자생활협동조합이사랑치과의원,전부 휴진,N,N,,,930,1900,930,1900,930,1900,930,1900,930,1900,930,1230
연세본치과의원,전부 휴진,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1230
메타폴리스치과의원,휴무,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1400
이충조은치과의원,전부휴진,N,N,,,,,,,,,,,,,,
태전플란트치과의원,,N,N,,,930,1900,930,1900,930,1900,930,1900,930,1900,930,1600
디지털타임치과의원,전부휴진,N,N,,,900,1800,900,1800,900,2000,0,0,900,1800,900,1400
부천올치과의원,전부 휴진,N,N,,,930,1800,930,1800,930,1800,930,1800,930,1800,930,1400
달콤어린이치과의원,전부 휴진,N,N,,,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1600
봄봄치과의원,,N,N,,,1000,1900,1000,2030,1000,1900,1000,1900,1000,1900,940,1400
연세김영준치과의원,휴진,N,N,,,1000,2100,1000,1900,1000,2100,1000,1900,1000,1900,1000,1600
동탄아는치과의원,전부 휴진,N,N,,,1000,1830,1000,1830,1000,1830,1000,2100,1000,1830,930,1300
훈치과의원,휴진,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1400
부평스마트치과의원,휴진,N,N,,,200,1950,200,1950,200,1950,200,1950,200,1950,1030,1430
행복을주는치과의원,휴진,N,N,,,1000,1830,1000,2030,,,1000,1830,1000,1830,930,1400
청담아이(i)치과의원,,N,N,,,930,1800,930,1800,930,1800,1400,2000,930,1800,930,1300
미사리더스치과의원,휴진,N,N,,,1000,2100,1000,1900,1000,1900,1000,1900,1000,1900,930,1400
부흥치과의원,휴진,N,N,,,1000,1900,1000,2100,1000,1900,1000,2100,1000,1900,1000,1400
한스치과의원,전부 휴진,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1400
서울삼성치과교정과치과의원,,N,N,,,930,1900,930,1900,930,1900,930,1900,930,1900,930,1400
서울아름치과의원,홈페이지(www.bearkids.co.kr)  공고,N,N,,,930,1900,930,1900,930,1900,930,1900,930,1900,930,1600
여주백세치과의원,,N,N,,,,,,,,,,,,,,
카이스트치과의원,휴진,N,N,,,,,,,,,,,,,,
서울하나치과의원,,N,N,,,1000,1830,1000,1830,1000,1830,,,1000,1830,1000,1400
하안봄치과의원,전부휴진,N,N,,,930,1900,930,1900,,,930,1900,930,1900,900,1330
더바른치과의원,,N,N,,,1000,1830,1000,1830,1000,2030,1000,1830,1000,1830,900,1400
고운이치과의원,,N,N,,,,,,,,,,,,,,
연세행복치과의원,,N,N,,,930,1830,930,2100,930,1830,930,2100,930,1830,930,1600
연세위치과의원,휴진,N,N,,,900,1800,900,1800,900,1800,930,1800,900,1800,900,1400
연세성민제치과의원,전부휴진,N,N,,,1000,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1300
행복한쥬니어치과의원,,N,N,,,930,1900,930,1900,930,1900,930,1900,930,1900,930,1230
동탄어린이치과의원,휴진,N,N,,,,,,,,,,,,,,
백세이안치과의원,휴진,N,N,,,,,,,,,,,,,,
연세바로치과교정과치과의원,휴진,N,N,,,,,,,,,,,,,,
연세아이웃음꽃치과의원,전부 휴진,N,N,,,930,1830,930,1900,930,1800,930,1900,930,1830,900,1300
동탄에이스치과의원,,N,N,,,,,,,,,,,,,,
군포도담치과의원,휴진,N,N,,,1000,1830,1000,1830,1000,1830,,,1000,1830,1000,1400
연세위드치과의원,전부휴진,N,N,,,1000,1900,1000,2100,1000,2100,1000,2100,1000,1900,1000,1400
서울류준하치과교정과치과의원,휴진,N,N,,,930,1830,930,2030,930,1830,930,2030,930,1830,930,1400
화인치과의원,휴진,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1400
운정에이스치과의원,전부휴진,N,N,,,930,1800,930,1800,930,1800,930,1800,930,1800,900,1300
굿닥터플란트치과의원,전부 휴진,N,N,,,1000,2000,1000,1830,1000,1830,,,1000,1830,1000,1400
위드유치과교정과치과의원,,N,N,,,1000,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1800
연세자이치과의원,휴진,N,N,,,900,1900,900,1900,900,1300,900,1900,900,1900,900,1400
흰돌치과의원,,N,N,,,,,,,,,,,,,,
연세이편한치과의원,전부 휴진,N,N,,,1000,1830,1000,2000,1000,1300,1000,1830,1000,1830,1000,1330
나눔이치과의원,휴무,N,N,,,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1400
서울바온치과의원,휴무,N,N,,,1000,2100,1000,2100,1000,2100,1000,2100,1000,1830,900,1400
서울더좋은치과의원,,N,N,,,930,2030,930,1830,930,1830,930,2030,930,1830,930,1300
화이트펄치과의원,전부 휴진,N,N,,,1000,1900,1000,1900,1000,1900,,,1000,1900,1000,1400
구리고운마음치과의원,휴진,N,N,,,1000,1900,1000,1900,1000,2000,1000,1900,1000,1900,1000,1600
동탄바른이치과의원,전부휴진,N,N,,,1000,1900,1000,1900,1000,2100,0,0,1000,1900,1000,1400
두리서울치과의원,휴진,N,N,,,930,1900,930,2100,930,1900,1400,2100,930,,930,1300
씨앤아이치과의원,,N,N,,,930,1800,930,1800,930,1800,930,1800,930,1800,930,1400
서울하이안치과의원,전부휴진,N,N,,,930,630,930,630,930,630,930,630,930,630,900,1330
오산미소치과의원,전부휴진,N,N,,,930,1830,930,2030,930,1830,1400,1830,930,1830,930,1300
더서울치과의원,전부 휴진,N,N,,,1000,1830,1300,2030,1300,2030,,,1000,1830,930,1500
송도캠퍼스치과의원,휴진,N,N,,,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1400
조유라치과의원,전부 휴진,N,N,,,930,1830,930,2000,,,930,1830,930,1830,930,1330
모아치과의원,,N,N,,,930,2000,930,1830,930,1830,1030,2000,930,1830,930,1400
연세프라임치과의원,,N,N,,,1000,1830,1000,2100,1000,1830,1000,1830,1000,1830,1000,1400
세교하늘치과의원,"정상진료 (구정,추석,어린이날,크리스마스/휴진)",N,N,,,,,,,,,,,,,,
온아치과의원,,N,N,,,800,1700,800,1700,800,1700,800,1700,800,1700,800,1300
목감365치과의원,휴무,N,N,,,930,1900,930,1900,930,1900,930,1900,930,1900,930,1500
웃는E치과교정과치과의원,오전10시~오후3시 정상진료,N,N,1000,1500,930,1900,930,1900,930,2030,930,2030,930,1900,1000,1500
포일그린치과의원,휴진,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1600
서울연합치과의원,전부 휴진,N,N,,,930,1800,930,1800,930,1800,930,1800,930,2000,,
예스플러스치과의원,,N,N,,,1000,1900,1000,1900,1000,1900,,,1000,1900,900,1300
와이치과의원,전부휴진,N,N,,,930,1830,1000,900,930,1830,930,1830,930,1830,930,1300
꿈꾸는아이치과의원,,N,Y,,,1000,1900,1000,2100,1000,1900,1000,1900,1000,1900,1000,1900
서울편한안치과의원,,N,N,,,1000,1900,1000,1900,1000,1900,1100,1900,1000,1900,1000,1400
기쁜하루치과의원,휴진,Y,N,,,,,,,,,,,,,,
서울바른플란트치과의원,전부 휴진,Y,Y,,,1000,2100,1000,1900,1000,2100,,,1000,1900,1000,1400
의정부환한미소치과의원,휴진,N,N,,,930,1900,930,1900,930,1900,930,1900,930,1900,900,1300
서울감동치과의원,전부휴진,N,N,,,1000,2100,1000,1830,1000,1830,1400,2100,1000,1830,1000,1400
서울백치과의원,전부휴진,N,N,,,1000,1900,1000,2100,1000,1900,1000,1900,1000,1900,1000,1400
박성준치과의원,전부휴진,N,N,,,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1430
서울연세치과의원,휴무,N,N,,,930,1900,930,2100,930,1900,930,2100,930,1900,930,1330
서울네이처치과의원,휴진,N,N,,,,,,,,,,,,,,
위례스마일치과의원,전부 휴진,N,N,,,930,1900,930,1900,930,1900,1400,2000,930,1900,930,1400
서울올바른치과의원,,N,N,,,1000,1900,1000,1900,1000,2100,1000,1900,1000,1900,1000,1400
바로이치과의원,전부 휴진,N,N,,,1000,1900,1000,1900,1000,1900,1000,2100,1000,1900,1000,1400
굿스마일치과의원,,N,N,,,930,2100,930,1900,930,2100,930,1900,930,1900,930,1330
베스트민치과의원,휴진,N,N,,,,,,,,,,,,,,
류치과의원,전부 휴진,N,N,,,1000,1900,1000,2100,1000,1900,1000,2100,1000,1900,1000,1500
기흥서울치과의원,전부 휴진,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1300
보스톤플란트치과의원,휴진,N,N,,,930,1800,930,1800,930,1800,930,1800,930,1800,930,1300
정은치과의원,휴진,N,N,,,1000,1830,1000,2030,1000,1830,,,1000,1830,1000,1400
연세바른치과의원,,N,N,,,930,2100,930,1830,930,2100,930,1830,930,1830,930,1400
캠퍼스치과의원,전부 휴진,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1300
라인플란트치과의원,휴진,N,N,,,1030,2030,1030,2030,1030,2030,1030,2030,1030,2030,1030,1730
서울크리스탈치과의원,휴무,N,N,,,930,1830,930,1830,1400,2030,930,1830,930,1830,930,1400
조은미래치과의원,휴무,N,N,,,1100,1900,1430,1830,1400,2100,1000,1400,1100,1900,1000,1600
용문제일치과의원,휴진,N,N,,,,,,,,,,,,,,
서울클리어치과교정과치과의원,휴진,N,N,,,1000,1900,1000,2100,1000,1900,1000,2100,1000,1900,1000,1400
연세아이웰어린이치과의원,전부휴진,N,N,,,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1400
미앤미치과의원,,N,N,,,900,1800,900,1800,900,2000,900,1800,900,1800,900,1400
주니어치과의원,,N,N,,,930,2030,930,1830,930,2030,930,1830,930,1830,900,1400
휴플러스치과의원,,N,N,,,930,1830,930,2100,930,1830,930,2100,930,1830,930,1430
예스플란트치과의원,전부휴진,N,N,,,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1500
일산웰치과의원,전부 휴진,N,N,,,1000,1900,1000,2100,1000,1900,1330,2100,1000,1900,,
다나치과의원,휴진,Y,Y,,,1200,2100,1200,2100,1500,2100,1200,2100,1200,2100,1000,1300
평생치과의원,전부 휴진,N,N,,,1000,2100,1000,1900,1000,1900,1000,2100,1000,1900,1000,1400
김도환행복한치과의원,,N,N,,,1000,1830,1000,1830,1000,1830,1400,2100,1000,1830,930,1400
평택본플란트치과의원,종일 휴진,N,N,,,930,1830,930,2100,930,2100,930,1830,930,1830,930,1400
밝은우리치과의원,휴진합니다.,N,N,,,930,1800,930,1800,930,1800,930,1800,930,1800,,
미소안치과의원,휴진,N,N,,,,,,,,,,,,,,
시카고모아치과의원,,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1530
수미행치과의원,10:00~18:00 (13:00~14:00),N,N,1000,1800,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,1000,1800
탄탄치과의원,전부휴진,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,230
연세맘스키즈치과의원,전부휴진,N,N,,,930,1830,930,1830,,,930,1830,930,1830,930,1400
김영치과의원,휴진,N,N,,,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,930,1300
굿치과의원,휴진,Y,N,,,930,2000,930,2000,930,2000,930,2000,930,2000,,
도담치과의원,휴진,N,N,,,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,,
참고운미소치과교정과치과의원,,N,N,,,1000,1830,930,2030,930,1830,930,2030,930,1830,930,1400
송도봄치과의원,전부 휴진,N,N,,,930,1830,930,2030,930,1830,930,1830,930,1830,930,1400
고구려치과의원,법정 공휴일 휴진,N,N,,,,,,,,,,,,,,
보스톤수치과의원,,N,N,,,900,1800,900,2000,,,900,1800,,1800,900,1300
e호산나치과의원,전부 휴진,N,N,,,930,2030,930,2030,930,2030,930,2030,930,1900,930,1600
율치과의원,전부 휴진,N,N,,,930,2030,930,1830,930,2030,930,1830,930,1830,930,1430
메르덴쥬니어치과의원,,N,N,1400,1900,1000,1900,1000,1900,1000,1900,1400,2100,1000,1900,1000,1400
교하굿모닝치과의원,,N,N,,,,,,,,,,,,,,
역곡사과나무치과의원,전부휴진,N,N,,,930,1830,930,1830,930,1830,930,2030,930,1830,930,1400
LA포스치과의원,전부휴진,N,N,,,1000,1900,1000,2030,1000,1900,1000,1900,1000,1900,1000,1500
서울플란트치과의원,전부휴진,N,N,,,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1300
삼성푸른솔치과의원,,N,N,,,1000,1830,1000,1830,1000,1300,1000,1830,1000,1830,1000,1330
상큼한치과의원,전부휴진,N,N,,,930,1830,930,2100,930,1830,930,1830,930,2100,930,1630
W치과의원,전부휴진,N,N,,,930,1830,930,2100,930,1830,930,1830,930,2100,930,1630
학익굿모닝치과의원,전부휴진,N,N,,,,,,,,,,,,,,
신영치과의원,전부 휴진,N,N,,,1000,1900,1000,2100,1000,1900,1000,2100,1000,1900,,1430
현대치과보철과치과의원,,N,N,,,930,1830,930,2030,930,1830,1400,2030,930,1830,930,1400
논현고운이치과교정과치과의원,휴진,N,N,,,930,1830,930,2000,1430,1830,930,1830,930,1830,930,1400
유디고촌치과의원,휴무,N,N,,,1000,1900,1000,2100,1000,1900,1000,1900,1000,2100,1000,1400
닥터스마일치과의원,10시 00분~17시 00분,N,N,,,1000,1830,1000,1830,1000,1830,1000,1830,1000,1830,1000,1400
동탄서울리더스치과의원,전부휴진,N,N,,,1000,1900,1000,1900,1000,2100,1000,1900,1000,1900,1000,1400
이플러스치과 구강외과의원,전부휴진,N,N,,,930,2030,930,2030,930,2030,930,2030,930,1400,930,1400
서울강플란트치과의원,전부휴진,N,N,,,1000,1900,1000,2100,1000,1900,,,1000,1900,1000,1400
동양수치과의원,,N,N,,,1000,1930,1000,1930,1000,1930,1000,1930,1000,1930,1000,1400
서연치과의원,전부 휴진,N,N,,,1000,1900,1000,2100,1400,1900,1000,1900,1000,1900,1000,1400
서울류치과의원,휴진,N,N,930,1400,940,1830,940,1830,940,1830,1400,2100,940,1830,,
유디부천치과의원,전부 휴진,N,N,0,0,930,1830,930,1830,930,1830,1400,1830,930,1830,930,1300
서울미소디자인치과의원,,N,N,,,930,1800,930,1800,930,1800,930,1300,930,1800,930,1400
내추럴치과의원,휴무,N,N,,,930,1830,930,1830,1400,2100,930,1830,930,1830,930,1400
U-그린치과의원,,N,N,,,930,1830,930,1830,930,2030,930,1830,930,1830,900,1300
행복을심는치과의원,전부 휴진,N,N,,,930,1800,930,2000,930,1800,930,1800,1330,2000,930,1300
동탄치과의원,전부휴진,N,N,,,1000,630,1000,630,1000,630,1000,630,1000,630,1000,1400
서울N치과의원,,N,N,,,930,1800,930,2030,,,930,1800,930,1800,930,1300
금촌뿌리사랑치과의원,휴진,N,N,,,930,1830,930,2100,930,1830,930,1830,930,2100,930,1420
연세에이스치과의원,전부 휴진,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1600
동탄미래치과의원,휴무,N,N,,,1000,1900,1000,2100,1000,1900,1000,1900,1000,1900,1000,1400
연치과의원,전부 휴진,N,N,,,930,1900,930,1900,930,1900,930,1900,930,1900,930,1400
산본에이치치과의원,휴무,N,N,,,930,1900,930,1900,930,1900,930,1900,930,1900,930,1700
나무가있는치과의원,휴진,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1330
바른이치과교정과치과의원,,N,N,,,1530,1930,1530,1930,1530,1930,1530,1930,1530,1930,1000,1400
발안선연합치과의원,전부 휴진,N,N,,,830,1800,830,1800,830,1800,830,1800,830,1800,830,1300
이사랑부부치과의원,,N,N,,,,,,,,,,,,,,
플러스사랑이가득한치과의원,전부휴진,N,N,,,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,930,1400
세이프치과의원,,N,N,1000,1900,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,1000,1900
이미지치과의원,전부 휴진,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1330
솔플란트치과의원,휴무,N,N,,,930,1830,930,2030,930,1830,930,1830,930,1830,930,1330
이즈치과의원,전부휴진,N,N,,,1030,1900,1030,1900,1030,1900,1030,1900,1030,1830,,
광교호치과의원,휴진,N,N,,,930,1830,930,2100,930,1830,930,1830,930,1830,930,1400
김포에이스치과의원,휴진,N,N,,,930,2100,930,1900,930,1900,930,1900,930,1900,,
부평우리치과의원,휴진,N,N,,,930,1900,930,1830,930,1300,930,1830,930,1830,900,1400
닥터함치과의원,전부 휴진,N,N,,,930,2030,930,1830,930,1830,930,1830,930,1830,930,1330
연세선치과의원,전부 휴진,N,N,,,1000,1830,1000,1830,1000,1830,,,1000,1830,900,1400
하이서울치과의원,,N,N,,,,,,,,,,,,,,
서울OK치과의원,,N,N,,,1000,1830,1000,1830,1000,2100,1000,1830,1000,1830,1000,1400
임성수치과의원,전부 휴진,N,N,,,1000,2030,1000,1830,1000,1830,1000,1830,1000,1830,1000,1400
YS삼성치과의원,전부 휴진,N,N,,,930,1830,930,1830,930,1830,1400,2030,930,1830,930,1400
서울리치과의원,,N,N,,,1000,1900,1000,1900,1000,1900,1000,2100,1000,1900,1000,1400
서울제일치과의원,휴진,N,N,,,930,1830,930,1830,930,1830,930,2030,930,1830,930,1330
연세림치과의원,전부휴진,N,N,,,930,1830,930,2100,930,1830,1400,1830,930,1830,930,1300
동탄미소치과의원,휴진,N,N,,,,,,,,,,,,,,
서정치과의원,전부 휴진,N,N,,,930,1800,930,1800,,,930,1800,930,1800,900,1400
미드림치과의원,,N,N,,,1000,2100,1000,1830,1000,2100,1000,2100,1000,1830,930,1600
건플란트치과의원,,N,N,,,,,,,,,,,,,,
예은치과의원,휴진,N,N,,,1400,2100,1030,1900,1400,2100,1030,1900,1030,1900,930,1430
한미치과의원,,N,N,,,1000,1900,1000,1900,1000,1900,1400,2100,1000,1900,,
탑실피오레치과의원,,N,N,,,1000,1900,1000,2100,1000,1900,1000,2100,1000,1900,900,1300
유펜치과의원,전부휴진,N,N,,,1000,1900,1000,1900,1000,2100,1000,2100,1000,1900,1000,1400
브니엘치과의원,전부 휴진,N,N,,,930,1800,930,1800,930,2100,,,930,1800,930,1300
오산수치과의원,전부 휴진,N,N,,,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1600
부평백세플란트치과의원,,N,N,,,1000,2100,1000,2100,1000,1900,1000,2100,1000,1900,1000,1500
오케이라인치과의원,전부휴진,N,N,,,1000,2100,1000,1900,1000,2100,1000,1900,1000,1900,1000,1400
삼성플러스치과의원,전부 휴진,N,N,,,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1400
이앤이치과의원,,N,N,,,1000,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1400
아산바우치과의원,휴진,N,N,,,930,2100,930,2100,930,2100,930,1830,930,1830,900,1300
