name,Closed Notice_Holiday,Emergency Room_Night_Operation Status,Consultation Start Time_Sunday,Consultation End Time_Sunday,Consultation Start Time_Monday,Consultation End Time_Monday,Consultation Start Time_Tuesday,Consultation End Time_Tuesday,Consultation Start Time_Wednesday,Consultation End Time_Wednesday,Consultation Start Time_Thursday,Consultation End Time_Thursday,Consultation Start Time_Friday,Consultation End Time_Friday,Consultation Start Time_Saturday,Consultation End Time_Saturday
프라우삼성산부인과의원,"09:30~13:00까지 당직진료 가능, 응급산모 3층에서 당직진료 가능",N,,,930,1800,930,1800,930,1800,930,1800,930,1800,930,1400
주덕현대의원,,N,,,730,1900,730,1900,730,1900,730,1900,730,1900,730,1500
우상민내과의원,전부휴진,N,,,830,1800,830,1800,830,1800,830,1800,830,1800,,
김가정의학과의원,,N,,,900,2030,900,2030,900,2030,900,2030,900,2030,900,1700
충주정형외과의원,휴진,N,,,900,1730,900,1730,900,1730,900,1730,900,1730,900,1200
배윤관의원,휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
성모비뇨기과의원,휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
성심마취통증의학과의원,,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1600
김영태신경외과의원,오후 1시 이후,N,,,830,1800,830,1800,830,1800,830,1800,830,1800,830,1330
창이비인후과의원,휴진,N,,,900,1800,900,1800,900,1800,900,1230,900,1800,900,1330
제일가정의학과의원,,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400
박남규내과의원,전부휴진,N,,,830,1800,830,1800,830,1800,830,1800,830,1800,830,1300
토마토정형외과의원,13시까지,N,,,800,1800,800,1800,800,1800,800,1800,800,1800,800,1500
한사랑메디칼의원,,N,850,2150,850,2150,850,2150,850,2150,850,2150,850,2150,850,2150
오창제일정형외과의원,휴진,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,830,1300
매포의원,전부 휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
심규화이비인후과의원,,N,,,900,1900,900,1900,1400,1900,900,1900,900,1900,900,1400
내수연합의원,,N,,,830,1830,830,1830,830,1830,830,1830,830,1830,830,
전경철정형외과의원,전부휴진,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1500
노정형외과의원,휴진,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1300
가톨릭피부과의원,휴진,N,,,900,1900,900,1900,900,1900,0,0,900,1900,900,1400
참조은정형외과의원,휴진 (임시공휴일 제외),N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
연세푸른정형외과의원,08:30-13:00,N,,,830,1830,830,1830,830,1830,830,1830,830,1830,830,1300
햇살가정의학과의원,진료함(9시부터~13시까지),N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1500
속시원한연합의원,휴진,N,,,900,1800,900,1800,900,1300,900,1800,900,1800,900,1300
이진석소아청소년과의원,휴진,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,,
최동원정형외과의원,,N,,,,,,,,,,,,,,
정규진안과의원,전부휴진,N,,,,,,,,,,,,,,
유성곤가정의학과의원,전부 휴진,N,,,900,2200,900,2200,900,2200,900,2200,900,2200,900,1500
백운의원,전부 휴진,N,,,830,1700,830,1900,830,1700,830,1700,830,1700,,
휴먼피부과의원,,N,,,930,2000,930,1900,930,1900,930,1900,930,2000,930,1500
쉬즈산부인과의원,전부휴진,N,,,930,1800,930,1800,930,1800,930,1800,930,1800,930,1300
오페라연합의원,,N,,,,,,,,,,,,,,
편한내과의원,,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600
삼성서울정형외과의원,홈페이지 참조,N,,,900,1900,900,1900,900,1600,900,1900,900,1900,900,1330
삼성에스마취통증의학과의원,,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1300
홍이소아청소년과의원,휴진,N,,,900,1830,1200,2030,900,1200,1200,2030,900,1830,900,1200
미소산부인과의원,전부 휴진,N,,,930,1830,930,2000,,,930,1830,930,1830,930,1500
참편한내과통증재활의학의원,휴진,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400
제일연합의원,휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1200
최관용내과의원,전부휴진,N,,,,,,,,,,,,,,
청주제일외과의원,외래진료 휴진,N,0,0,900,1900,900,1900,900,1900,900,1900,900,1900,900,200
김민옥내과의원,투석실 진료만,N,,,600,1800,600,1800,600,1800,600,1800,600,1800,600,1300
서울아산신경과의원,,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
행복가정의학과의원,코로나검사 진료가능,N,1000,1700,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400
드림비뇨기과의원,,N,,,900,2100,900,1900,900,1900,900,2100,900,1900,900,1600
아름가정의학과의원,휴진,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1300
코코이비인후과의원,휴진,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600
365엠씨(MC)의원,,N,,,1100,2000,1100,2000,1100,1900,1100,2000,1100,2000,1000,1500
륜정형외과의원,휴진,N,,,910,1830,910,1830,910,1830,1400,1830,910,1830,910,1230
마음앤정신건강의학과의원,휴진,N,,,830,1750,830,1750,,,830,1750,830,1750,830,1250
김메디컬의원,오후 1시 이후,N,,,900,2030,900,650,900,650,900,650,900,2030,900,1450
씨티약국,정상근무,N,,,830,2030,830,2030,830,2030,830,2030,830,2030,830,1700
백두산옵티마약국,,N,,,,,,,,,,,,,,
행복이열리는약국,전부휴진,N,,,900,2000,900,2000,900,2000,900,2000,900,2000,900,1600
드림약국,휴무,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600
낙원약국,오후 3시 이후,N,,,800,1900,800,1900,800,1900,800,1900,800,1900,800,1530
코보약국,휴무,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
니즈웰약국,휴무,N,,,,,,,,,,,,,,
청암약국,휴무,N,,,,,,,,,,,,,,
둔포약국,휴진,N,,,900,2000,900,2000,900,2000,900,2000,900,2000,900,1600
두정약국,,N,,,900,1930,900,2100,900,1930,900,1930,900,1930,900,1630
레몬약국,,N,,,,,,,,,,,,,,
월드약국,,N,,,900,2100,900,2100,900,2100,900,2100,900,2100,900,1800
관평뜰약국,,N,,,830,1900,830,1900,830,1900,830,1900,830,1900,830,1300
새일약국,전부 휴진,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600
보룡약국,,N,850,2100,850,2130,850,2130,850,2130,850,2130,850,2130,850,2100
대성약국,전부휴진,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600
도안새봄약국,,N,,,850,1800,850,1940,850,1730,850,1940,850,1800,850,1300
생강약국,,N,,,800,2000,800,2000,800,2000,800,2000,800,2000,800,1600
명인약국,오후 3시까지 영업,N,,,830,1830,830,1830,830,1830,830,1830,830,1830,830,1530
삼성약국,오후2시 이후,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400
성정약국,휴진,N,,,900,2100,900,2100,900,2100,900,2100,900,2100,900,1700
믿음이있는약국,,N,,,,,,,,,,,,,,
둔산탑약국,,N,1000,1700,930,2100,930,2100,930,2100,930,2100,930,2100,,
계룡약국,휴무,N,,,730,1930,730,1930,730,1930,730,1930,730,1930,730,1400
산들약국,오후 1시 이후,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1500
장항종로약국,오전근무,N,,,,,,,,,,,,,,
독일약국,,N,,,,,,,,,,,,,,
구일약국,휴무,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1700
혜성약국,,N,,,900,2030,900,2030,900,2030,900,2030,900,2030,900,1700
심온누리약국,,N,,,,,,,,,,,,,,
세미약국,,N,1000,2100,900,2100,900,2100,900,2100,900,2100,900,2100,900,2100
실로암약국,,N,,,,,,,,,,,,,,
메디팜프라자약국,,N,,,,,,,,,,,,,,
버드내약국,무휴(운영),N,900,2200,900,2200,900,2200,900,2200,900,2200,900,2200,900,2200
태평성대약국,,N,,,830,1930,830,1930,830,1930,830,1930,830,1930,830,1700
문성온누리약국,,N,,,,,,,,,,,,,,
동민약국,오전10-오후 4시,N,,,,,,,,,,,,,,
신생약국,,N,,,845,2100,845,2100,845,2100,845,2100,845,2100,845,1800
내동우리약국,전부휴진,N,,,,,,,,,,,,,,
갈마약국,,N,,,830,2100,830,2100,830,2100,830,2100,830,2100,830,2100
청주약국,,N,,,900,2030,900,2030,900,2030,900,2030,900,2030,900,1830
흥일약국,,N,,,,,,,,,,,,,,
오성약국,평일 공휴일은 정상근무합니다.,N,,,,,,,,,,,,,,
광혜당약국,오전9시~오후1시까지,N,900,1300,900,2100,900,2100,900,2100,900,2100,900,2100,900,1600
웰빙몰약국,,N,830,1600,830,2100,830,2100,830,2100,830,2100,830,2100,830,1600
대림약국,휴무,N,,,800,2100,800,2100,800,2100,800,2100,800,2100,800,1800
고운길온누리약국,,N,,,,,,,,,,,,,,
역전약국,"오전 휴진, 오후 정상영업",N,1100,2200,840,2200,840,2200,840,2200,840,2200,840,2200,840,2200
동대전약국,전부 휴진,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1400
두리약국,365일 연중무휴 09:00~22:00,N,900,2200,900,2200,900,2200,900,2200,900,2200,900,2200,900,2200
맑은약국,휴무,N,,,830,1900,830,1900,830,1900,830,2000,830,1900,830,1500
나자로약국,휴무,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1600
갑자약국,오후 7시 이후,N,,,,,,,,,,,,,,
들뫼풀한약국,오후 3시부터 근무,N,,,,,,,,,,,,,,
이진약국,휴무,N,,,830,1800,830,1800,830,1800,830,1800,830,1800,830,1300
햇살약국,,N,900,1500,900,1900,900,1900,900,1900,900,1900,900,1900,900,1900
사랑약국,,N,,,,,,,,,,,,,,
샘약국,전부 휴진,N,,,900,1930,900,1930,900,1930,900,1930,900,1930,900,1400
당진약국,,N,1000,1800,830,2100,830,2100,830,2100,830,2100,830,2100,830,1800
임채호약국,,N,,,830,1850,830,1850,830,1850,830,1850,830,1850,830,1600
김명관약국,,N,,,830,2000,830,2000,830,2000,830,2000,830,2000,830,1700
성신약국,,N,,,730,2130,730,2130,730,2130,730,2130,730,2130,730,2130
성실약국,,N,,,900,2100,900,2100,900,2100,900,2100,900,2100,900,1500
천사약국,,N,,,900,1930,900,1930,900,1930,900,1930,900,1930,900,1630
다정약국,오후1시이후,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1500
메디팜유명약국,정상근무,N,,,,,,,,,,,,,,
태경약국,,N,,,900,2000,900,2000,900,2000,900,2000,900,2000,900,1800
신독일약국,,N,,,,,,,,,,,,,,
한마을약국,오후3시이후 휴무,N,,,900,2130,900,2130,900,2130,900,2130,900,2130,900,1800
초록약국,휴무,N,,,,,,,,,,,,,,
시장약국,오전8시에서오후6시근무,N,,,,,,,,,,,,,,
경보약국,오전9시에서 오후 1시까지,N,,,,,,,,,,,,,,
메디팜선심약국,휴진,N,,,,,,,,,,,,,,
장춘약국,오전 8시 30분 ~ 오후 4시까지 근무,N,,,830,1830,830,1830,830,1830,830,1830,830,1830,830,1630
유약국,,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600
메디팜큰사랑약국,,N,900,2100,900,2100,900,2100,900,2100,900,2100,900,2100,900,2100
마루약국,,N,,,,,,,,,,,,,,
산성 약국,전부 휴진,N,,,900,2220,900,2220,900,2220,900,2220,900,2220,900,2220
목동한솔약국,,N,,,830,2000,830,2000,830,2000,830,2000,830,2000,830,1800
대학약국,,N,,,830,1830,830,1830,830,1830,830,1830,830,1830,830,1600
대전조이약국,,N,900,1800,800,2200,800,2200,800,2200,800,2200,800,2200,800,1800
시장종로약국,,N,,,,,,,,,,,,,,
충대후문약국,전부 휴진,N,,,830,1900,830,1900,830,1900,830,1900,830,1900,830,1300
다사랑온누리약국,,N,,,,,,,,,,,,,,
대전자생한방병원,,N,900,1600,900,2000,900,2000,900,2000,900,2000,900,2000,900,1800
필한방병원,,N,900,1800,900,2000,900,2000,900,2000,900,2000,900,2000,900,1800
강남한방병원,휴무,N,900,1800,900,2200,900,2200,900,2200,900,2200,900,2200,900,1800
꽃빛한방병원,,N,900,1400,600,2100,600,2100,600,2100,600,2100,600,2100,900,1400
메디그린한방병원,,N,930,1700,930,2000,930,2000,930,2000,930,2000,930,2000,930,1700
정한방병원,정상진료 10:00-15:00,N,1000,1500,900,2000,900,2000,900,2000,900,2000,900,2000,900,1400
의료법인규웅의료재단 인애가한방병원,13:00~18:00(오전9시부터 오후1시까지만 진료),N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1500
밝은한방병원,오후 3시 이후 휴진,N,900,1500,900,1800,900,1800,900,1800,900,1800,900,1800,900,1500
내포홍성한방병원,휴무,N,,,830,1730,830,1730,830,1730,830,1730,830,1730,830,1230
의료법인 선인의료재단  삼성한방병원,,N,900,1700,900,1800,900,1800,900,1800,900,1800,900,1800,900,1500
제중한방병원,,N,900,1800,900,1900,900,1900,900,1900,900,1900,900,1900,900,1800
공주경희한방병원,10:00~17:00,N,1000,1700,900,2000,900,2000,900,2000,900,2000,900,2000,900,1700
대전대학교 대전한방병원,휴무,N,,,900,1730,900,1730,900,1730,900,1730,900,1730,900,1300
보화한의원,오전9시 ~ 오후1시,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1500
천수당한의원,전부 휴진,N,,,930,1830,930,1830,0,0,930,1830,930,1830,930,1530
연춘당한의원,근무,N,900,1830,,,900,1830,900,1830,900,1830,900,1830,900,1830
변한의원,휴무,N,,,930,1800,930,1800,930,1800,930,1800,930,1800,930,100
건재국한의원,,N,,,930,1800,930,1800,930,1800,930,1800,930,1800,930,1500
이한의원,공휴일 정상 진료함.오전9시부터 오후5시까지,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1700
화랑한의원,오전 9시 30분 부터 오후 1시까지 진료,N,,,,,,,,,,,,,,
부여한의원,전부휴진,N,,,830,1830,830,1830,830,1830,830,1830,830,1830,830,1700
서광한의원,,N,,,930,1900,930,1900,930,1900,930,1900,930,1900,930,1700
박성섭한의원,오후5시 이후,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1700
경희부자한의원,,N,,,900,1900,900,2100,900,1900,900,2100,900,1900,900,1400
중국제세한의원,격일,N,,,800,1900,800,1900,800,1900,800,1900,800,1900,800,1600
브레인한의원,휴진,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1330
함한의원,,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1700
둥지한의원,전부 휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
웅천한의원,,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1500
동초한의원,전부 휴진,N,,,,,,,,,,,,,,
변일한의원,휴진,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1400
직산한의원,오후 5시 이후,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1700
구생한의원,전부휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
참한의원,전부 휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1400
흑석한의원,,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1330
한국한의원,,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1400
박성일한의원,,N,,,930,1900,930,1900,930,1900,1400,1900,930,1900,930,1700
대중한의원,오전9:00~오후5:00,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1700
경희동양한의원,,N,,,,,,,,,,,,,,
허씨한의원,휴무,N,,,930,1800,930,1800,930,1800,930,1800,930,1800,930,1230
김동수한의원,전부휴진,N,,,,,,,,,,,,,,
도유한의원,전부휴진,N,,,830,1800,830,1800,830,1800,830,1800,830,1800,830,1300
세종한의원,휴무,N,,,,,,,,,,,,,,
보창한의원,오후 6시 이후,N,,,900,2100,900,2100,900,2100,900,2100,900,2100,900,1800
보문한의원,,N,,,900,1900,,,,,,,,,900,1600
제생당한의원,오후4시,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1600
허한의원,휴진,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1530
연화한의원,전부휴진,N,,,900,1700,900,1700,900,1700,,,900,1700,830,1200
대한한의원,휴진,N,,,900,630,900,630,900,630,900,630,900,630,900,200
동헌당한의원,,N,,,900,1800,900,1800,900,1800,900,1200,900,1800,900,1500
공신한의원,휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
춘하추동한의원,휴진,N,,,930,1900,930,1900,930,1900,930,1900,930,1900,900,1400
계룡대지구한의원,휴진없음,Y,,,900,1800,900,1800,900,1800,900,1800,900,1800,,
예목한의원,오후1시이후 휴진,N,,,930,1900,930,1900,930,1900,930,1900,930,1900,930,1300
오송한의원,전부 휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1400
이웃한의원,전부 휴진,N,,,900,1900,900,1900,900,1230,900,1900,900,1900,,
합덕한의원,09:00~15:00 진료,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1500
상신한의원,오전 9시반 ~ 오후 1시 까지 진료,N,,,930,1900,930,1900,930,1900,1400,1900,930,1900,930,1300
인삼당한의원,12시 까지 진료,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600
부강한의원,전부 휴진,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600
회생한의원,,N,,,930,1900,930,1900,930,1900,930,1900,930,1900,930,1500
세종양지한의원,휴진,N,,,930,1900,930,1900,930,1900,930,1900,930,1900,930,1600
태동한의원,휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1400
은하한의원,사전 예약하시면 진료 가능함,N,,,900,1300,900,1300,900,1300,900,1300,900,1300,900,1300
노은일침한의원,전부 휴진,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1300
동인한의원,휴진,N,0,0,900,1800,900,1800,900,1800,900,1800,900,1800,900,1400
우남한의원,,N,,,830,1900,830,1900,830,1900,830,1900,830,1900,830,1630
김인한의원,전부휴진,N,,,900,1900,900,1900,,,900,1900,900,1900,900,1600
천안약손한의원,전부휴진,N,,,930,2000,930,1900,930,1900,930,2000,930,1900,930,1500
동문한의원,휴진,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1500
해맑은도담한의원,휴진,N,,,900,1900,900,1900,900,1900,1330,1900,900,1900,900,1600
동암한의원,전부 휴진,N,,,830,1830,830,1830,830,1830,830,1830,830,1830,830,1230
행복한한의원,휴진,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1300
국군대전한의원,휴무,Y,,,800,1700,800,1700,800,1700,800,1700,800,1700,,
보원국한의원,,N,,,,,,,,,,,,,,
샘물한의원,휴진,N,,,,,,,,,,,,,,
주치한의원,전부 휴진,N,,,900,2000,900,1300,900,1900,900,2000,900,1900,900,1300
부사한의원,전부 휴진,N,,,900,1810,900,1810,900,1810,900,1810,900,1810,900,1300
정윤철한의원,,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600
상생한의원,휴무,N,,,730,1800,730,1800,730,1800,730,1800,730,1800,730,1500
다정부부한의원,"오후 2시까지, 명절, 어린이날, 성탄절 등은 휴진",N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1400
이남훈한의원,전부 휴진,N,,,1000,1800,1000,1800,1000,1800,1000,1800,1000,1800,,
금강초롱한의원,,N,,,930,1900,930,1900,930,1900,930,1900,930,1900,930,1400
시온한의원,,N,,,920,1830,920,1830,920,1830,920,1830,920,1830,920,1430
바른한의원,오전8시30 - 오후1시,N,,,,,,,,,,,,,,
아낌없이주는나무한의원,공휴일 전부휴진,N,,,1000,1900,1000,1900,1000,1900,,,1000,1900,900,1400
나래한의원,휴무,N,,,,,,,,,,,,,,
성좌한의원,3월1일 삼일절은 정상 진료합니다.,N,,,900,1830,900,1830,900,1830,1400,2000,900,1830,900,1300
삽다리한의원,전부 휴진,N,,,830,1830,830,1830,830,1830,830,1830,830,1830,830,1330
율곡한의원,휴무,N,,,930,1900,930,1900,930,1900,930,1900,930,1900,930,1500
박수연한의원,전부 휴진,N,,,830,1830,830,1830,830,1830,830,1830,830,1830,830,1300
힐링미한의원,휴진,N,,,1000,1900,1000,1900,1000,1300,1000,1900,1000,1900,1000,1500
경희홍성한의원,휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1400
풀잎한의원,오전9시부터 오후2시까지 변경시 고지해드립니다.,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1500
태백당한의원,휴진,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1330
대덕태원당한의원,오후2시까지 진료,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400
달천한의원,휴진,N,0,0,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400
이미지한의원,없음,N,900,1700,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,,
